status,confidence,topic,specificity,cluster_size,promise_text,verbatim_quote,source_date,source_doc_id,reasoning,supporting_evidence
IN_PROGRESS,high,diplomație,medium,1,Voi continua și extinde parteneriatul strategic cu Statele Unite ale Americii.,"în primul rând așa cum am spus, noi avem un parteneriat strategic pe care dorim să l continuăm și să l extindem.",2025-05-22,2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,"Declarațiile lui ND confirmă intenția de a continua și extinde parteneriatul strategic cu SUA, menționând propuneri pentru o agendă consistentă de proiecte economice și consolidarea cooperării în securitate și apărare. Cu toate acestea, nu există dovezi de acțiuni concrete finalizate, ci mai degrabă planuri și obiective pentru viitor.","Vom extinde și adapta parteneriatul strategic cu SUA la necesitățile stringente ale prezentului pe baza unei agende consistente de proiecte economice pe câteva linii definitorii: apărare, securitate energetică, materii prime rare și tehnologii de frontieră. | Pentru a extinde și adapta parteneriatul nostru la necesitățile stringente ale prezentului, vom propune Statelor Unite o agendă consistentă de proiecte economice, benefice pentru ambele părți... | Parteneriatul strategic cu Statele Unite va continua să fie o linie fundamentală de acțiune a politicii noastre externe în 2026."
KEPT,high,Ucraina/Rusia,high,1,Voi continua ajutorul pentru Ucraina.,lucru ajutorul pentru Ucraina va continua.,2025-05-22,2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,"Declarațiile lui Nicușor Dan după investitură confirmă în mod repetat și consistent angajamentul de a continua sprijinul pentru Ucraina, menționând asistență militară, sprijin diplomatic și susținere pentru integrarea în UE. Acestea indică acțiuni concrete și o direcție clară de menținere a promisiunii.","Vom sprijini în continuare Ucraina. Vom susține de asemenea | Președintele a anunțat că țara noastră va continua să ajute Ucraina în războiul împotriva Rusiei. | Evident, continuarea sprijinului pentru Ucraina și colaborarea cu partenerii noștri pentru asta, pentru că e vorba de securitatea noastră însăși. | România va continua să sprijine ferm Ucraina în a se apăra. Am reafirmat susținerea noastră diplomatică în toate formatele în care putem să o exercităm în Uniunea Europeană, în NATO, pentru o poziție corectă și pentru un sprijin pe care toate aceste organisme să-l aducă Ucrainei în războiul pe care îl duce."
IN_PROGRESS,high,R. Moldova,high,1,Voi crea un fond de garantare al investițiilor românești în Republica Moldova pentru a stimula conectarea economică.,Este necesar și ăă se propune de mult timp o conectare economică printr un fond de garantare al investițiilor românești în Republica Moldova. este ceva ce trebuie să facem,2025-05-22,2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,"Președintele Nicușor Dan a menționat în repetate rânduri crearea fondului de garantare al investițiilor românești în Republica Moldova ca un obiectiv important și o promisiune, inclusiv imediat după învestitură și în discuții ulterioare. Cu toate acestea, dovezile nu indică finalizarea sau implementarea concretă a acestui fond, ci mai degrabă intenția de a-l crea și de a-l promite mediului privat.","În ceea ce privește relația cu Republica Moldova, sprijinirea parcursului său european, consolidarea și extinderea proiectelor comune în domeniul infrastructurii energetice și de transport. crearea Fondului de Garantare al investițiilor românești în Republica Moldova... | Am vorbit de asemenea de necesitatea ca ă companiile românești să investească mai mult în Republica Moldova și de acel fond de garantare pe care România îl promite mediului privat de mai mult timp pentru asta..."
IN_PROGRESS,high,Ucraina/Rusia,medium,1,Voi participa la efortul de reconstrucție a Ucrainei după ce se va ajunge la o pace rezonabilă.,"Și după ce vom avea asta, bineînțeles că suntem foarte deschiși la a participa la efortul de reconstrucția lucrai.",2025-05-22,2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,"ND a declarat în mod repetat că România va sprijini eforturile de reconstrucție și integrare europeană a Ucrainei, precum și procesul de pace. Cu toate acestea, dovezile nu indică acțiuni concrete de reconstrucție deja începute, ci mai degrabă o intenție fermă și participarea la discuții și coaliții care vizează pacea și securitatea Ucrainei.","We will also assist Ukraine's reconstruction efforts and towards European integration. | Au fost abordate și perspectivele de pace în Ucraina, România fiind gata să susțină acest proces. | Coția de voință, vă aduc aminte, este o reuniune a statelor care își propun să ajute Ucraina, marea lor majoritate europene, fie că sunt în Uniune, fie că nu sunt, cum e Norvegia, fie că sunt în NATO, fie că nu sunt și câteva alte țări care sunt pe aceeași direcție, cum ar fi Canada, Australia, Japonia și obiect Obiectivul acestei coaliții este a fost principalul obiectiv să contureze garanții de securitate pentru Ucraina din momentul în care pacea va fi obținută, astfel încât să existe garanția că Ucraina va fi nu va mai fi în situația în care a fost odată cu începerea războiului acum patru ani."
IN_PROGRESS,high,R. Moldova,high,1,Voi rezolva problemele funcționale legate de timpul petrecut în vămile dintre România și Republica Moldova și circuitul pentru obținerea cetățeniei române.,Avem două probleme funcționale aparent banale timpul petrecut în în vămile dintre cele două state și circuitul pentru obținerea cetățeniei române. Aceste două chestiuni trebuie rezolvate,2025-05-22,2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,"Deși promisiunea specifică de a rezolva problemele funcționale legate de vămile dintre România și Republica Moldova și circuitul pentru obținerea cetățeniei române este menționată explicit în discursul de învestitură, dovezile ulterioare se concentrează mai mult pe eficientizarea generală a procedurilor consulare și sprijinirea diasporei, fără a detalia acțiuni concrete sau rezultate specifice pentru cele două probleme menționate inițial. Menționarea 'funcționalizarea acelor instituții care produc dificultăți, vămile și Autoritatea Națională pentru Cetățenie' indică o recunoaștere a problemei și o intenție de acțiune, dar nu și o rezolvare.","Vămile și Autoritatea Națională pentru Cetățenie. În ceea ce i privește pentru în ceea ce i privește pe românii din diaspora, e nevoie să eficientizăm procedurile și serviciile consulare... | În ceea ce privește relația cu Republica Moldova, sprijinirea parcursului său european, consolidarea și extinderea proiectelor comune în domeniul infrastructurii energetice și de transport, crearea fondului de garantare al investițiilor românești în Republica Moldova, continuarea și extinderea schimburilor culturale și academice, și, în cele din urmă, funcționalizarea acelor instituții care produc dificultăți, vămile și Autoritatea Națională pentru Cetățenie. | În ceea ce i privește pentru în ceea ce i privește pe românii din diaspora, e nevoie să eficientizăm procedurile și serviciile consulare, să creăm o structură dedicată celor care doresc să se întoarcă acasă și în special celor care doresc să se întoarcă pentru a investi în România..."
IN_PROGRESS,medium,R. Moldova,medium,1,Voi continua și voi intensifica schimburile culturale și academice cu Republica Moldova.,și bineînțeles schimburile culturale și academice trebuie să continue poate la un nivel mai mare decât până acum.,2025-05-22,2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,"Deși promisiunea de a continua și intensifica schimburile culturale și academice cu Republica Moldova este menționată în discursurile de după investitură, nu există dovezi concrete de acțiuni finalizate sau de intensificare. Mențiunile se referă la 'continuarea și extinderea schimburilor culturale și academice' ca un obiectiv, nu ca o acțiune deja întreprinsă sau finalizată. Prezența reprezentanților mediului universitar din Republica Moldova la un eveniment nu indică o intensificare a schimburilor, ci doar o continuare a relațiilor existente.","continuarea schimburilor și extinderea schimburilor culturale și academice și în cele din urmă funcționalizarea acelor instituții care produc dificultăți, vămile și Autoritatea Națională pentru cetățenie. | continuarea și extinderea schimburilor culturale și academice, și, în cele din urmă, funcționalizarea acelor instituții care produc dificultăți, vămile și Autoritatea Națională pentru Cetățenie. | Mă bucur, de asemenea, de prezența reprezentanților mediului universitar din Republica Moldova."
KEPT,high,energie/UE,high,1,Voi exprima în numele României continuarea direcției proeuropene.,Eu am exprimat în numele României continuarea Direcției Proeuropene,2025-05-22,2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,"ND a făcut multiple declarații după investitură care reconfirmă angajamentul României față de direcția pro-europeană, inclusiv prin susținerea extinderii UE și colaborarea strânsă cu instituțiile europene. Aceste declarații demonstrează o continuare activă a direcției promise.","Angajamentul meu este de a întări și mai mult direcția pro-europeană a României, pe baza valorilor și principiilor în care credem. | În Uniunea Europeană, România va continua să fie un promotor al unității de viziune și acțiunea a statelor membre și a instituțiilor comunitare. | România este și va rămâne un susținător activ al procesului de extindere a Uniunii Europene."
KEPT,high,diplomație,medium,1,Voi lămuri dubiile neoficiale privind relația cu administrația americană și sunt convins că parteneriatul nostru va continua.,"O să lămurim dubiile care au existat nu oficial din partea administrației, ci din partea unor persoane de acolo și sunt convins că parteneriatul nostru va continua.",2025-05-22,2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,"Promisiunea de a lămuri dubiile și de a continua parteneriatul cu administrația americană a fost respectată. Declarațiile lui Nicușor Dan după investitură confirmă în mod repetat că parteneriatul strategic cu Statele Unite este esențial, continuă și se află în coordonate bune, fără a menționa existența unor dubii neoficiale care să necesite lămuriri suplimentare.","Lucrul cel mai important după această discuție este că parteneriatul nostru va continua. | Evident, parteneriatul strategic cu Statele Unite rămâne esențial. | Relațiile cu America sunt în coordonate bune. | Parteneriatul strategic cu Statele Unite va continua să fie o linie fundamentală de acțiune a politicii noastre externe în 2026."
KEPT,high,legi/reformă instituțională,high,1,Îmi doresc să avem un guvern sprijinit de cele patru partide pro-occidentale din Parlament și de minoritățile naționale.,"Îmi doresc foarte tare ca să avem un guvern, să avem un guvern sprijinit de cele patru partide pro occidentale din Parlament și de minoritățile naționale.",2025-05-22,2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,"Nicușor Dan a declarat în repetate rânduri după investitură că a numit un guvern susținut de cele patru partide pro-occidentale și de minoritățile naționale, confirmând îndeplinirea promisiunii.",Asta a fost opinia mea. Am numit un guvern susținut în Parlament de patru partide și de minorități. | E foarte bine că aceste patru partide pus plus minoritățile naționale au acceptat să fie la guvernare într un moment în care pentru fiecare dintre ele ar fi fost mai simplu să fie opoziție și ăă acolo unde suntem azi în relația dintre aceste partide este că ele doresc să continue.
KEPT,high,legi/reformă instituțională,high,1,"În discuțiile pentru formarea guvernului, programul va fi mai important decât numele miniștrilor, iar chestiunea deficitului va fi centrală.",în discuțiile pe care le voi le voi avea pentru cu partidele pentru formarea guvernului programul o să fie mult mai important decât decât numele miniștrilor și în cadrul discuției pe program chestiunea deficitului care este foarte foarte importantă.,2025-05-22,2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,"Declarațiile lui ND confirmă că discuțiile pentru formarea guvernului s-au concentrat exclusiv pe programul de guvernare, fără a discuta nume de miniștri, și că deficitul bugetar a fost o preocupare majoră, cu un grup de lucru dedicat. Aceasta indică o acțiune concretă în direcția respectării promisiunii.","În ceea ce privește procesul de formare a Guvernului, remarc participarea partidelor parlamentare la discuții. Acestea s-au concentrat, până în prezent, exclusiv pe conținutul programului de guvernare. Nu au fost discutate nume. | Deficitul bugetar rămâne o preocupare majoră. Grupul de lucru constituit săptămâna trecută își desfășoară activitatea zilnic. O primă formă a propunerilor – inclusiv cele asupra cărora nu s-a ajuns la un consens – va fi prezentată mâine liderilor politici."
KEPT,high,București/local,high,1,Voi semna ultimele acte la Primăria Capitalei în calitate de primar în weekend și luni la amiază voi prelua oficial mandatul de președinte.,Ziua de mâine în mare parte va fi dedicată ultimelor acte pe care am să le semnez la primăria capitalei în calitate de primar în weekend de asemenea și luni la amiază voi prelua oficial mandatul,2025-05-22,2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,"Nicușor Dan a depus jurământul ca Președinte al României pe 26 mai 2025, o zi de luni, așa cum a promis. De asemenea, a semnat acte în calitate de președinte, indicând preluarea efectivă a mandatului.",🇷🇴 Astăzi am depus jurământul în fața Parlamentului României ca Președinte al țării. | Am semnat astăzi decretul pentru trecerea în rezervă a doamnei general Florentina Ioniță.
IN_PROGRESS,medium,diplomație,high,1,"Voi avea întâlniri cu ministrul de finanțe și ministrul fondurilor europene, urmate de telefoane internaționale.",voi avea întâlniri cu cei doi miniștri și după care voi avea niște telefoane internaționale.,2025-05-22,2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,"ND menționează întâlniri cu ministrul de finanțe și discuții despre fonduri europene, dar nu există dovezi clare că a avut întâlniri cu ministrul fondurilor europene sau că a efectuat telefoane internaționale în contextul specific al promisiunii. Promisiunea este menționată ca obiectiv urmărit, dar fără acțiune finalizată.","Ă pe de altă parte ăă ă pe buget se lucrează, adică ministrul de finanțe s a întâlnit cu toate instituțiile reprezentative, au discutat pe o anvelopă pe fiecare instituție și săptămâna viitoare vor începe discuțiile tehnice. | Din acel moment va începe o foarte lungă dezbatere între Comisie, Parlament și statele membre pe cum vor arăta fondurile europene pentru 2028 2034. | Ministrul de Finanțe este pregătit să vină să spună decidenților politici pe unde suntem dacă nu facem nimic și ei să decidă de unde să mai să mai tăiem."
KEPT,high,legi/reformă instituțională,high,1,Voi începe discuțiile cu partidele imediat după preluarea mandatului prezidențial.,și imediat după vor începe discuțiile cu partidele.,2025-05-22,2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,"Președintele Nicușor Dan a început discuțiile cu partidele imediat după preluarea mandatului, conform declarațiilor din iunie 2025, care menționează o primă schiță a programului de guvernare și începerea discuțiilor pe acordul de guvernare.","Ne dorim ca luni să avem o primă schiță a programului de guvernare și de aici să înceapă discuțiile pe acordul de guvernare. | O primă schiță de propuneri, inclusiv cele în care nu există acord, își propun să ne o s-o prezinte liderilor mâine, joi și bineînțeles că de aici va începe discuția politică."
IN_PROGRESS,medium,NATO/apărare,high,1,"Voi avea discuții cu structurile de securitate din România cam într-o săptămână, după ce voi clarifica direcția politicii fiscale cu partidele.","Probabil că voi face lucrul ăsta cam într-o săptămână din momentul ăsta, după ce va fi clar pentru mine și după discuțiile cu partide, care este direcția pe care o s-o luăm pe politica fiscală.",2025-05-22,2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,"Promisiunea avea două componente: discuții cu structurile de securitate și clarificarea politicii fiscale cu partidele. Deși există dovezi că ND a avut discuții cu partidele pe tema programului de guvernare și a deficitului bugetar (politica fiscală), nu există dovezi clare că a avut discuții cu structurile de securitate în intervalul specificat sau imediat după clarificarea fiscală. Mențiunile despre discuții cu 'oameni care se pricep la asta' legate de securitate sunt mult mai târzii și nu se leagă direct de promisiunea inițială.","Astăzi am prezentat principalele teme care se află pe agenda internă și externă a României pentru perioada imediat următoare: 🟢 În ceea ce privește procesul de formare a Guvernului, remarc participarea partidelor parlamentare la discuții. Acestea s-au concentrat, până în prezent, exclusiv pe conținutul programului de guvernare. Nu au fost discutate nume. 📉 Deficitul bugetar rămâne o preocupare majoră. Grupul de lucru constituit săptămâna trecută își desfășoară activitatea zilnic. O primă formă a propunerilor – inclusiv cele asupra cărora nu s-a ajuns la un consens – va fi prezentată mâine liderilor politici. Suntem pe deplin conștienți de dimensiunea problemei și tratăm acest subiect cu toată seriozitatea. | Este este o chestiune care mă preocupă, pentru care avem deja discuții cu oameni care se pricep la asta și probabil că nu strategie, dar măcar o direcție de acțiune cam într o jumătate de ani de acum încolo ar trebui să să avem legat de și cumva a doua jumătate a întrebării Ce se ce cred eu că trebuie să facem în cuprinsul anului 2026 în România, printre altele, da, foarte important să vedem care este proiectul nostru pe fondurile europene 2028 2034, adică în cursul anului 2026 noi vom avea aici în interiorul Uniunii vom Vom avea o negociere despre cum să fie bugetul Uniunii și deci cum să fie fondurile europene care vor reveni României."
IN_PROGRESS,high,măsuri fiscale,high,1,"Voi face corecții la deficit, preferabil din cheltuieli.",e nevoie e nevoie să facem niște corecții. Eu mi le doresc să le facem din cheltuieli.,2025-05-22,2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,"Nicușor Dan menționează în repetate rânduri necesitatea reducerii deficitului și a cheltuielilor publice, indicând că este un obiectiv urmărit. Cu toate acestea, nu există dovezi de acțiuni concrete finalizate, ci mai degrabă discuții și analize în curs.","A fost o analiză pe deficit și cum facem ca din anumite taxe să reducem acest deficit. | Eu sunt convins că o să ajungem la reduceri de cheltuieli în sectorul public, numai că discuțiile sunt dificile. | Mai întâi vorbește de tăierea unor cheltuieli inutile ale statului."
KEPT,high,NATO/apărare,high,1,Voi colabora strâns cu marile firme de tehnologie și cu partenerii europeni pentru a aborda securitatea cibernetică și războiul hibrid.,"în opinia mea trebuie să colaborăm foarte bine cu marile firme de tehnologie pe care, din fericire, le avem și bineînțeles cu partenerii europeni care sunt că au aceleași îngrijorări ca și noi, legate de securitatea cibernetică și de războiul hibrid.",2025-05-22,2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,"Declarațiile lui ND arată o colaborare strânsă cu parteneri europeni (Marea Britanie, Franța, UE, NATO) și menționează explicit firme de tehnologie (companii franceze, industria IT din România) pentru abordarea securității cibernetice și a amenințărilor hibride, inclusiv prin investiții comune și programe europene.","Am discutat despre consolidarea cooperării în domeniul securității și apărării, precum și despre coordonarea strânsă privind contracararea amenințărilor hibride și cibernetice, cu un accent deosebit asupra regiunii Mării Negre. | Multe companii franceze au deja planuri avansate de cooperare și investiții alături de firme românești. În domeniul tehnologiilor emergente, inteligență artificială și securitate cibernetică, Franța este lider european, iar colaborarea cu industria IT din România are deja rădăcini solide. | Este important să avansăm în implementarea proiectelor de securitate și apărare în strânsă coordonare UE-NATO."
KEPT,high,NATO/apărare,high,1,"Voi susține o creștere graduală a cheltuielilor militare, aliniindu-mă la necesitățile de securitate ale României.",Am spus că e nevoie de o creștere graduală a cheltuielilor militare și că România se va alinia pentru că e vorba de propria sa securitate.,2025-05-22,2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,"Declarațiile lui Nicușor Dan după investitură confirmă angajamentul României de a crește cheltuielile militare la 2,24% din PIB în 2025 și de a menține o tendință ascendentă, aliniindu-se la necesitățile de securitate și la angajamentele NATO. Se menționează și transformarea acestor bani în capabilități și dezvoltarea infrastructurii conexe.","România, la fel ca și ceilalți aliați, s-a angajat la o țintă de 2,24% din PIB în 2025, și va cheltui acești bani. Vom menține tendința ascendentă direct corelată cu amenințările de securitate. | Mărirea treptată a procentului din PIB pentru apărare în acord cu partenerii noștri. | deciziile pe care ni le am asumat au fost respectarea angajamentelor de suplimentare a cheltuielilor militare, transformarea acestor bani în capabilități care să facă o alianță mai bine pregătită pentru amenințări"
IN_PROGRESS,medium,diplomație,high,1,Voi cunoaște personal omologii din zona noastră.,"Prezența mea acolo o să fie și ca să cunosc, să-i cunosc personal pe omologi din zona noastră, pe omologii din zona noastră",2025-05-22,2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,"Deși există mențiuni despre contacte, consultări și întâlniri periodice cu 'oameni din sfera asta' sau 'șefii acestor instituții', nu există o confirmare explicită că ND a cunoscut personal 'omologii din zona noastră' în sens diplomatic. Declarațiile sugerează mai degrabă intenția de a stabili sau de a continua aceste contacte.","Desigur, că am contacte, vă dați seama, cu ăă oameni din sfera asta. | De asemenea, ce pot să vă [muzică] spun este că periodic mă voi întâlni cu ei, cu șefii acestor instituții. | Și evident că o să mă și consult cu fine oamenii care mă urmăresc."
IN_PROGRESS,high,măsuri fiscale,medium,1,Voi discuta cu partidele și sper să mențin prima opțiune (referitor la politica fiscală).,O să discut cu partidele și sper în continuare pe prima opțiune.,2025-05-22,2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,"Nicușor Dan a declarat în repetate rânduri că va discuta cu partidele politice despre prioritățile fiscale și formarea guvernării, confirmând intenția de a iniția dialogul promis. Cu toate acestea, nu există dovezi că discuțiile s-au finalizat sau că s-a ajuns la o decizie privind 'prima opțiune' fiscală, indicând că promisiunea este în curs de îndeplinire.",În acel moment mă voi duce către partidele politice pentru o discuție preliminară ca să ca să evităm situația în care eventual eu aș propune și ei a respinge. | În în momentul potrivit discuția va avea loc între mine și partide. | intențiile fiecăruia dintre partidele care formează guvernare este să rezolve măcar în parte această problemă a prețurilor.
